"Resultado;Nombrede la medida;Fecha;Hora;Límite a medida;Instrumento;Adaptador;Firmware ;Operador del equipo;Compañía;Contratista;Tipo;Estándar;Ra";"ngo de frequencia;Notas";"de usuario;Largo del cabl";"e;Medidor";de potenc;ia;";Longitúd de on";"da;Diámetro del centro;Potencia de referencia;Potencia recibida;Potencia recibida;Pérdida;DH/RH;Atenuación;Longitúd de onda;Diámetro del centro;Pérdida;Umbral de pérdida;Margen;Longitúd;Longitúd;Límite;Margen;Medida;DH/RH;Pares;Resultado;Freq en Peor Caso;Valor del peor escenario;Límite del peor escenario;Margen del peor escenario;Peor valor absoluto;Peor Frequencia en total;Peor límite en total;Peor margen en total;RESISTENCIA;Límite;7_8;3_6;5_4;1_2;LONGITUD;Límite;7_8;3_6;5_4;1_2;IMPEDANCIA;Límite;7_8;3_6;5_4;1_2;RETARDO DE PROPAGACIÓN;Límite;7_8;3_6;5_4;1_2;DIFERENCIAL DE RETARDO;Límite;7_8;3_6;5_4;1_2;CAPACITANCIA;Límite;7_8;3_6;5_4;1_2;NVP_7_8;NVP_3_6;NVP_5_4;NVP_1_2;ENCABEZAMIENTO;Pin 1;Pin 2;Pin 3;Pin 4;Pin 5;Pin 6;Pin 7;Pin 8;Aislación"
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-5,4"";Pasa;""7,9"";""57,6"";""45,3"";""12,3"";""28,4"";""250,0"";""15,3"";""13,1""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-1,2"";Pasa;""192,0"";""31,1"";""17,6"";""13,5"";""29,0"";""248,0"";""15,4"";""13,6""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-7,8"";Pasa;""1,0"";""78,1"";""63,3"";""14,8"";""35,3"";""216,5"";""16,5"";""18,8""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-3,6"";Pasa;""1,6"";""71,4"";""59,2"";""12,2"";""31,7"";""225,5"";""16,2"";""15,5""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-1,2"";Pasa;""2,4"";""71,8"";""55,8"";""16,0"";""39,9"";""250,0"";""15,3"";""24,6""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-7,8"";Pasa;""1,0"";""78,9"";""63,3"";""15,6"";""42,5"";""214,0"";""16,6"";""25,9""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-3,6"";Pasa;""1,5"";""74,1"";""60,0"";""14,1"";""31,3"";""203,0"";""17,1"";""14,2""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-5,4"";Pasa;""1,0"";""77,8"";""63,3"";""14,5"";""37,4"";""250,0"";""15,3"";""22,1""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""7,8"";Pasa;""7,0"";""63,0"";""56,6"";""6,4"";""38,7"";""230,0"";""30,8"";""7,9""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""3,6"";Pasa;""207,0"";""39,6"";""31,6"";""8,0"";""39,0"";""225,0"";""31,0"";""8,0""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""5,4"";Pasa;""7,0"";""61,4"";""56,6"";""4,8"";""43,7"";""246,0"";""30,3"";""13,4""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Display;""1,2"";Pasa;""4,3"";""66,4"";""60,0"";""6,4"";""37,3"";""250,0"";""30,2"";""7,1""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""7,8"";Pasa;""6,9"";""61,5"";""56,7"";""4,8"";""49,5"";""227,0"";""30,9"";""18,6""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""3,6"";Pasa;""6,3"";""65,4"";""57,4"";""8,0"";""43,2"";""250,0"";""30,2"";""13,0""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""5,4"";Pasa;""6,9"";""61,4"";""56,7"";""4,7"";""43,8"";""250,0"";""30,2"";""13,6""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS NEXT;Remoto;""1,2"";Pasa;""4,0"";""67,1"";""60,5"";""6,6"";""49,1"";""236,0"";""30,6"";""18,5""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""7,8"";Pasa;""4,0"";""65,9"";""56,5"";""9,4"";""25,4"";""250,0"";""-5,7"";""31,1""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""3,6"";Pasa;""4,0"";""68,1"";""56,5"";""11,6"";""25,7"";""225,0"";""-2,8"";""28,5""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""5,4"";Pasa;""4,8"";""62,6"";""54,9"";""7,7"";""30,1"";""246,0"";""-5,3"";""35,4""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""1,2"";Pasa;""4,2"";""65,0"";""56,2"";""8,8"";""24,0"";""250,0"";""-5,7"";""29,7""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""7,8"";Pasa;""4,5"";""63,3"";""55,6"";""7,7"";""36,6"";""227,0"";""-3,1"";""39,7""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""3,6"";Pasa;""3,3"";""68,5"";""58,4"";""10,1"";""29,2"";""250,0"";""-5,7"";""34,9""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""5,4"";Pasa;""4,2"";""63,6"";""56,2"";""7,4"";""30,2"";""250,0"";""-5,7"";""35,9""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""1,2"";Pasa;""4,0"";""65,3"";""56,5"";""8,8"";""36,2"";""236,0"";""-4,1"";""40,3""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""7,8"";Pasa;""1,0"";""74,3"";""60,3"";""14,0"";""32,8"";""250,0"";""12,3"";""20,5""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""3,6"";Pasa;""1,6"";""69,0"";""56,2"";""12,8"";""27,5"";""224,0"";""13,3"";""14,2""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""5,4"";Pasa;""1,0"";""72,6"";""60,3"";""12,3"";""27,6"";""250,0"";""12,3"";""15,3""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""1,2"";Pasa;""1,0"";""74,3"";""60,3"";""14,0"";""28,1"";""248,0"";""12,4"";""15,7""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""7,8"";Pasa;""1,0"";""75,1"";""60,3"";""14,8"";""30,7"";""222,0"";""13,3"";""17,4""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""3,6"";Pasa;""1,0"";""73,0"";""60,3"";""12,7"";""25,2"";""248,0"";""12,4"";""12,8""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""5,4"";Pasa;""1,0"";""72,8"";""60,3"";""12,5"";""30,0"";""226,0"";""13,2"";""16,8""";;;;;;;
"Pasa;Primero-2;16/02/2024;15:04;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""1,2"";Pasa;""1,5"";""70,3"";""57,0"";""13,3"";""30,6"";""224,0"";""13,3"";""17,3""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pasa;25,0;""6,7"";""6,7"";""6,8"";""6,7"";Pasa;100,0;""43,0"";""44,2"";""44,8"";""43,4"";;;;;;;Pasa;555,0;";"""211,0"";""216,9"";""219,7"";";"""212,7"";Pasa;50,0;""0,0"";""";"5,9"";""8,7";""";""1,7"";;;";";;";";;68;68;68;68;5";"6,2 ;OK;OK;OK;OK;OK;OK;OK;OK;Abierto@0"
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-3,6"";Pasa;""7,0"";""66,3"";""59,1"";""7,2"";""47,4"";""174,0"";""35,8"";""11,6""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-5,4"";Pasa;""6,9"";""64,4"";""59,3"";""5,1"";""45,3"";""239,0"";""33,5"";""11,8""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-1,2"";Pasa;""240,0"";""43,5"";""33,4"";""10,1"";""43,5"";""240,0"";""33,4"";""10,1""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""3,6-5,4"";Pasa;""6,6"";""69,4"";""59,6"";""9,8"";""46,0"";""220,0"";""34,1"";""11,9""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""3,6-1,2"";Pasa;""197,0"";""41,8"";""34,9"";""6,9"";""41,7"";""236,0"";""33,5"";""8,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""5,4-1,2"";Pasa;""7,0"";""64,9"";""59,1"";""5,8"";""49,7"";""239,0"";""33,5"";""16,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-3,6"";Pasa;""4,2"";""69,1"";""62,8"";""6,3"";""45,9"";""245,0"";""33,3"";""12,6""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-5,4"";Pasa;""4,5"";""66,4"";""62,3"";""4,1"";""48,0"";""245,0"";""33,3"";""14,7""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-1,2"";Pasa;""56,0"";""56,2"";""44,2"";""12,0"";""48,1"";""240,0"";""33,4"";""14,7""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""3,6-5,4"";Pasa;""178,0"";""43,9"";""35,7"";""8,2"";""43,6"";""247,0"";""33,2"";""10,4""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""3,6-1,2"";Pasa;""72,0"";""53,3"";""42,3"";""11,0"";""46,2"";""232,0"";""33,7"";""12,5""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""5,4-1,2"";Pasa;""4,2"";""70,2"";""62,8"";""7,4"";""50,3"";""250,0"";""33,1"";""17,2""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""7,8"";Pasa;""38,0"";""20,0"";""16,1"";""3,9"";""17,7"";""244,0"";""8,1"";""9,6""";;;;;;;
"Pasa;Primero-3;16/02/2024;14:53;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""3,6"";Pasa;""18,0"";""26,3"";""17,7"";""8,6"";""21,8"";""207,0"";""8,8"";""13,0""";;;;;;;
